playlist_id,artist_name
738010,"['Rihanna', 'AJR', 'Panic! At The Disco', 'Carrie Underwood', 'Bruno Mars', 'Louis Tomlinson', 'Mark Ronson', 'Macklemore', 'Fergie', 'Camila Cabello', 'Taylor Swift', 'Chance The Rapper', 'Kendrick Lamar', 'Kelis', 'Clean Bandit', 'Shakira', 'Julia Michaels', 'Logic', 'The Script', 'Kelly Clarkson', ""Why Don't We"", 'Britney Spears', 'Lin-Manuel Miranda', 'Lukas Graham', 'Logan Paul', 'Fifth Harmony', 'Leslie Odom Jr.', 'Beyoncé']"
738011,"['Tim McGraw', 'Jason Aldean', 'Little Big Town', 'Nitty Gritty Dirt Band', 'Scotty McCreery', 'Keith Urban', 'Lee Brice', 'Brad Paisley', 'Thompson Square', 'Alan Jackson', 'Florida Georgia Line', 'Brantley Gilbert', 'Dierks Bentley', 'Eric Paslay', 'Taylor Swift', 'Aaron Watson', 'Rascal Flatts', 'Zac Brown Band', 'Darius Rucker', 'Randy Houser', 'George Strait', 'Eli Young Band', 'Josh Turner', 'Rodney Atkins', 'Dustin Lynch', 'Blake Shelton', 'Montgomery Gentry', 'Luke Bryan', 'Jake Owen', 'Kenny Chesney', 'Craig Campbell', 'John Denver', 'Joe Nichols', 'Big & Rich']"
738012,"['Darius Rucker', 'Wham!', 'Pentatonix', 'Daryl Hall & John Oates', 'Scotty McCreery', 'Ariana Grande', 'Lauren Daigle', 'Elvis Presley', 'Michael Bublé', 'Casting Crowns', 'Lady Antebellum', 'Dan + Shay', 'Third Day', 'Sam Smith', 'Mariah Carey', 'Brett Eldredge', 'Justin Bieber']"
738013,"['J. Cole', 'Future', 'Dua Lipa', 'Queens of the Stone Age', 'Aminé', 'Ella Vos', 'Problem', 'Kanye West', 'Vince Staples', 'Chance The Rapper', 'Lewis Del Mar', 'Tyler, The Creator', 'T.I.']"
738014,"['Tim McGraw', 'Jason Aldean', 'Tyler Farr', 'LOCASH', 'Brett Young', 'Lee Brice', 'Frankie Ballard', 'Brad Paisley', 'Thompson Square', 'Florida Georgia Line', 'Granger Smith', 'Sam Hunt', 'Chris Lane', 'Eric Church', 'Dylan Scott', 'Brantley Gilbert', 'Dierks Bentley', 'Eric Paslay', 'Billy Currington', 'Luke Combs', 'Kane Brown', 'Trent Harmon', 'Rascal Flatts', 'Zac Brown Band', 'Randy Houser', 'Thomas Rhett', 'Josh Turner', 'Old Dominion', 'Cole Swindell', 'Dustin Lynch', 'Jerrod Niemann', 'Blake Shelton', 'Luke Bryan', 'Trace Adkins', 'Kip Moore', 'Colt Ford', 'Brett Eldredge', 'Justin Moore', 'Easton Corbin', 'Kelsea Ballerini', 'Chase Rice', 'Jon Pardi', 'Russell Dickerson', 'David Nail', 'Jake Owen']"
738015,"['J-Kwon', 'Christina Aguilera', 'DMX', 'The Pussycat Dolls', 'Flo Rida', 'Nelly Furtado', 'Robin Thicke', 'Kanye West', 'Chris Brown', ""Destiny's Child"", 'Fergie', 'Usher', 'Gwen Stefani', 'Alicia Keys', 'Mary J. Blige', 'Natasha Bedingfield', 'Justin Timberlake', 'T-Pain', 'Shakira', 'Jesse McCartney', 'R. Kelly', 'Sean Paul', 'JoJo', 'Timbaland', 'Fort Minor', 'Nelly', 'Ciara', 'Busta Rhymes', 'Kelly Clarkson', 'Chamillionaire', 'Britney Spears', 'MiMS', '50 Cent', 'Mariah Carey']"
738016,"['SZA', 'Phoenix', 'Lana Del Rey', 'Pink Floyd', 'Frank Ocean', 'XXXTENTACION', 'Aminé', 'Tash Sultana', 'ABBA', 'Youth Lagoon', 'Tyler, The Creator', 'Kendrick Lamar', 'Cream', 'The Beatles']"
738017,"['Simple Minds', 'The Cranberries', 'Paula Abdul', 'Mumford & Sons', 'Cage The Elephant', 'Of Monsters and Men', 'Empire of the Sun', 'Jarryd James', 'Two Door Cinema Club', ""Plain White T's"", 'Grouplove', 'Rupert Holmes', 'Ed Sheeran', 'Vance Joy', 'Paul Simon', 'Florence + The Machine', 'Cherub', 'Foster The People', 'Portugal. The Man', 'Vacationer', 'Hozier', 'Fountains Of Wayne', 'The Beatles', 'First Aid Kit', 'Ben E. King', 'Queen', 'Modest Mouse', 'Blind Melon', 'The Drifters', 'Toto', 'Fitz and The Tantrums', 'Adam Lambert']"
738018,"['Rihanna', 'Panic! At The Disco', 'James Arthur', 'Leon Bridges', 'BANNERS', 'Muse', 'Twenty One Pilots', 'EDEN', 'Thomston', 'Jeremy Zucker', 'The Red Jumpsuit Apparatus', 'Night Riots', 'Iron & Wine', 'Johnny Cash', 'Billie Eilish', 'The Black Keys', 'Mark Ronson', 'Neon Trees', 'RKCB', 'James Bay', 'Jaymes Young', 'Elvis Presley', 'Damien Rice', 'Grizfolk', 'Kevin Garrett', 'Aquilo', 'Vance Joy', 'blackbear', 'Lord Huron', 'Sleeping At Last', 'Coldplay', 'Weezer', 'Foster The People', 'Niall Horan', 'Christina Perri', 'Hozier', 'Handsome Ghost', 'X Ambassadors', 'Tokyo Police Club', 'Jeff Buckley', 'BØRNS', 'Nick Jonas', 'Lostboycrow', 'Ritchie Valens', 'Oh Wonder', 'The Drifters', 'Lukas Graham', 'Joel Adams', 'The Weeknd', 'Wrabel', 'Lauv', 'gnash', 'Michl']"
738019,"['Aerosmith', 'Bryan Adams', 'Backstreet Boys', 'Dido', 'Roxette', 'Oasis', 'Jennifer Lopez', 'Phil Collins', 'Nena']"
738020,"['Vybz Kartel', 'Gyptian', 'Sean Paul', 'Charly Black']"
738021,"['Cage The Elephant', 'Glass Animals', 'Vampire Weekend', 'Never Shout Never', 'Of Monsters and Men', 'Hellogoodbye', 'Empire of the Sun', 'The Postal Service', 'Grouplove', 'Phoenix', 'Pixies', 'Wet', 'Yeah Yeah Yeahs', 'Young the Giant', 'Ed Sheeran', 'We The Kings', 'The 1975', 'Sleeping At Last', 'Weezer', 'Grizzly Bear', 'Boys Like Girls', 'Passion Pit', 'Hozier', 'Atlas Genius', 'WALK THE MOON', 'The Shins', 'Smallpools', 'Edward Sharpe & The Magnetic Zeros', 'Fitz and The Tantrums', 'alt-J', 'The Cab']"
738022,"['Percy Sledge', 'Curtis Mayfield', 'Rick James', 'Marvin Gaye', 'Al Green', 'Otis Redding', 'The Isley Brothers', 'The Jackson 5', 'James Brown & The Famous Flames', 'James Brown', 'CHIC', 'Etta James', 'Michael Jackson', 'Kool & The Gang', 'The Supremes', 'Sam Cooke', 'Commodores', 'Ben E. King', 'Bill Withers', 'The Temptations', 'Aretha Franklin', 'Earth, Wind & Fire', 'Stevie Wonder', 'KC & The Sunshine Band']"
738023,"['Kelly Clarkson', 'Drake', 'Skylar Grey', 'Eminem', 'Alesso', 'Journey', 'Kanye West', 'Matchbox Twenty', 'Red Hot Chili Peppers']"
738024,"['Gucci Mane', 'NAV', 'The Game', 'A Boogie Wit da Hoodie', 'YG', 'Lil Durk', 'K CAMP', 'Travis Scott', 'Migos', 'Joey Bada$$', 'Chance The Rapper', 'Kendrick Lamar', 'Drake', 'KYLE', 'Problem', 'XXXTENTACION', 'Kodak Black', 'Meek Mill', 'J. Cole', 'Belly', 'Isaiah Rashad', 'Wyclef Jean', 'Roy Woods', 'Flatbush Zombies', 'Yo Gotti', 'SG Lewis', 'KAYTRANADA', 'Tee Grizzley', 'Wale', 'MadeinTYO']"
738025,"['Jason Aldean', 'Keith Urban', 'Lee Brice', 'Brad Paisley', 'Thompson Square', 'Gloriana', 'Florida Georgia Line', 'Sam Hunt', 'Dylan Scott', 'Brantley Gilbert', 'Dierks Bentley', 'Dan + Shay', 'Billy Currington', 'Uncle Kracker', 'Chris Young', 'Rascal Flatts', 'Zac Brown Band', 'Shakira', 'Randy Houser', 'Thomas Rhett', 'George Strait', 'Eli Young Band', 'Dustin Lynch', 'Jerrod Niemann', 'Blake Shelton', 'Parmalee', 'Luke Bryan', 'Kenny Chesney', 'Randy Rogers Band', 'Craig Campbell', 'Justin Moore', 'Easton Corbin', 'Bill Withers', 'Love and Theft', 'Joe Nichols', 'David Nail', 'Jake Owen']"
738026,"['Tim McGraw', 'Jason Aldean', 'Carrie Underwood', 'Keith Urban', 'Lee Brice', 'Brett Young', 'Frankie Ballard', 'Brad Paisley', 'Alan Jackson', 'Travis Tritt', 'Florida Georgia Line', 'Sam Hunt', 'Corey Smith', 'Eric Church', 'Old Crow Medicine Show', 'Miranda Lambert', 'Chris Cagle', 'Dierks Bentley', 'Billy Currington', 'Chris Young', 'Craig Morgan', 'Dixie Chicks', 'Rascal Flatts', 'Justin Timberlake', 'Zac Brown Band', 'Darius Rucker', 'Alabama', 'Randy Houser', 'George Strait', 'Gary Allan', 'Thomas Rhett', 'Eli Young Band', 'Josh Turner', 'Rodney Atkins', 'Old Dominion', 'Cole Swindell', 'Dustin Lynch', 'Jerrod Niemann', 'Blake Shelton', 'Montgomery Gentry', 'Luke Bryan', 'Kenny Chesney', 'Brooks & Dunn', 'Kip Moore', 'Brett Eldredge', 'A Thousand Horses', 'Justin Moore', 'Easton Corbin', 'Kelly Clarkson', 'Reba McEntire', 'RaeLynn', 'Chris Stapleton', 'Chase Rice', 'Jon Pardi', 'Hunter Hayes', 'Maren Morris', 'Joe Nichols', 'David Nail', 'Jake Owen']"
738027,"['Dawes', 'Jake Bugg', 'Ben Howard', 'Deer Tick', 'Cage The Elephant', 'Ryan Adams', 'Shovels & Rope', 'Rogue Wave', 'The Tallest Man On Earth', 'Middle Brother', 'Phosphorescent', 'Dr. Dog']"
738028,"['Mutemath', 'Sublime', 'Dirty Heads', 'John Mayer', 'The Neighbourhood', 'The Rolling Stones', 'Vulfpeck', 'The Lumineers', 'STRFKR', 'Zac Brown Band', 'Bob Marley & The Wailers', 'Elton John', 'Slightly Stoopid', 'Milky Chance', 'Red Hot Chili Peppers', 'Sugar Ray', 'The Beatles', 'Shwayze', 'Shaggy', 'Aer']"
738029,"['The Mamas & The Papas', 'Neil Diamond', 'Pink Floyd', 'The Foundations', 'Simon & Garfunkel', 'Frankie Valli & The Four Seasons', 'Buffalo Springfield', 'Lynyrd Skynyrd', 'The Kinks', 'Eric Clapton', 'Van Morrison', 'The Turtles', 'Andy Williams', 'Fleetwood Mac', ""The Lovin' Spoonful"", 'Bee Gees', 'Tom Petty and the Heartbreakers', 'The Rolling Stones', 'Stealers Wheel', 'Jefferson Airplane', 'America', ""Guns N' Roses"", 'Bob Marley & The Wailers', 'Creedence Clearwater Revival', 'The Animals', 'Billy Joel', 'Elton John', 'My Morning Jacket', 'The Beach Boys', 'The Byrds', 'Kansas', 'The Beatles', 'The Zombies', 'Talking Heads', 'Ben E. King', 'The Supremes', 'Queen', 'The Ronettes', 'Arctic Monkeys', 'John Denver', 'Boston', 'The Temptations', 'Janis Joplin', 'Grateful Dead', 'The Drifters', 'The Doors', 'Steppenwolf', 'Crosby, Stills & Nash', 'Jimi Hendrix']"
738030,"['Rihanna', 'DJ Khaled', 'Kanye West', 'Desiigner', 'Rae Sremmurd', 'Future', 'Young Thug', 'Jeremih', 'Travis Scott', 'O.T. Genasis', 'Kevin Gates', 'Chance The Rapper', 'Fetty Wap', 'Drake', 'Far East Movement', 'J. Cole', 'DRAM', 'Yo Gotti', 'Fifth Harmony', 'Wale', 'MadeinTYO', 'ScHoolboy Q']"
738031,"['J. Cole', 'Rae Sremmurd', 'Rihanna', 'Jeremih', 'Drake', 'JAY Z', 'DeJ Loaf', 'Casey Veggies', 'Travis Scott', 'Lil Wayne', 'Rich Homie Quan', 'Kanye West', 'Fetty Wap', 'Kendrick Lamar', 'The Notorious B.I.G.', 'Chris Brown']"
738032,"['Van Morrison', 'Daryl Hall & John Oates', 'The Police', 'Chicago', 'Styx', 'Billy Joel', 'The Hollies', 'Elton John', 'Jim Croce', 'Simon & Garfunkel', 'America', 'James Taylor', 'Crosby, Stills, Nash & Young', 'Kansas', 'REO Speedwagon']"
738033,"['Donnie Trumpet & The Social Experiment', 'Lil Yachty', 'Big Boi', 'Kanye West', 'Raury', 'Young Thug', 'Rae Sremmurd', 'Lil Uzi Vert', 'Travis Scott', 'Chance The Rapper', 'Fetty Wap', 'Mac Miller', 'Logic', 'KYLE', 'Vince Staples', 'Passion Pit', 'Kid Cudi', 'DRAM', 'Flume', 'Miguel', 'The Weeknd', '2Pac']"
738034,"['PnB Rock', 'Berner', 'Gucci Mane', 'Carnage', 'NAV', 'DJ Khaled', 'DeJ Loaf', 'The Game', 'Lil Yachty', 'Khalid', 'YFN Lucci', 'A Boogie Wit da Hoodie', 'The-Dream', 'New Boyz', 'A$AP Mob', 'Desiigner', 'Future', 'Smokepurpp', 'K CAMP', 'Mike Stud', 'Jeremih', 'Lil Uzi Vert', 'ILoveMakonnen', 'Rae Sremmurd', 'Travis Scott', 'Migos', 'Bankroll Fresh', 'Russ', 'Chance The Rapper', 'Kendrick Lamar', 'Nebu Kiniza', 'Mike WiLL Made-It', 'Sean Paul', 'Drake', 'Hoodie Allen', 'Logic', 'KYLE', 'Wiz Khalifa', 'Nicki Minaj', 'XXXTENTACION', '2 Chainz', 'Kodak Black', 'Ludacris', 'Meek Mill', '21 Savage', 'J. Cole', 'Ugly God', 'QUE.', 'E-40', 'Wyclef Jean', 'Baby Bash', 'G-Eazy', 'Playboi Carti', 'Roy Woods', 'Flatbush Zombies', 'Young Thug', 'Big Sean', 'Zay Hilfigerrr', 'MadeinTYO', 'Beyoncé', ""Guns N' Roses""]"
738035,"['J. Cole', 'Rae Sremmurd', 'X Ambassadors', 'Adele', 'Ludacris', 'Chris Brown', 'Pentatonix', 'Drake', 'G-Eazy', 'Wes Walker', 'Travis Scott', 'Post Malone', 'Fetty Wap', 'Meek Mill', 'Jidenna']"
738036,"['Rihanna', 'Emmure', 'Trey Songz', 'Lil Dicky', 'Kanye West', 'Calvin Harris', 'Hopsin', 'Desiigner', 'Mike Stud', 'Eminem', 'ZAYN', 'Dr. Dre', 'Fetty Wap', 'Tyler, The Creator', 'Rise Against', 'Drake', 'DJ Snake', 'Mike Posner', 'Kid Ink', 'Machine Gun Kelly', 'Jack Ü', 'Eazy-E', 'J. Cole', 'JAY Z', 'Childish Gambino', 'MAGIC!', 'Luniz']"
738037,"['DJ Khaled', 'Zara Larsson', 'A$AP Rocky', 'Chief Keef', 'Steve Aoki', 'Black Coast', 'Travis Scott', 'Rick Ross', 'O.T. Genasis', 'Kevin Gates', 'Drake', 'DJ Snake', 'Aminé', 'Lil Wayne', 'Porter Robinson', 'Kid Cudi', 'J. Cole', 'Kent Jones', 'ZHU', 'Major Lazer', 'Tory Lanez', 'R3HAB', 'Gucci Mane', 'Imagine Dragons', 'Afrojack', 'Kanye West', 'Calvin Harris', 'YG', 'Black Sabbath', 'Migos', 'The Griswolds', 'Chance The Rapper', 'Tyga', 'Mac Miller', 'David Guetta', 'Red Hot Chili Peppers', 'A$AP Ferg', 'E-40', 'G-Eazy', 'PARTYNEXTDOOR', 'Tchami', 'ScHoolboy Q', 'AlunaGeorge', 'Marshmello', 'Mura Masa', 'Louis The Child', 'Jidenna', 'A$AP Mob', 'Diplo', 'Zedd', 'Fetty Wap', 'Kendrick Lamar', 'Vince Staples', 'Kid Ink', 'Kodak Black', 'Meek Mill', 'Childish Gambino', 'Flume', 'Big Sean', 'Kaskade', 'Flux Pavilion', 'Skrillex', 'Chris Brown', 'Desiigner', 'Dillon Francis', 'Future', 'Young Thug', 'Lil Uzi Vert', 'Martin Garrix', 'Pusha T', 'Logic', 'Mike Posner', 'Omar LinX', 'Ace Hood', 'Madeon', 'Ty Dolla $ign', 'JAY Z', 'Playboi Carti']"
738038,"['Rihanna', 'Zara Larsson', 'Twenty One Pilots', 'fun.', 'Kanye West', 'B.o.B', 'Sam Hunt', 'Shawn Mendes', 'Rae Sremmurd', 'Adele', 'Grace', 'Jeremih', '5 Seconds of Summer', 'Troye Sivan', 'Travis Scott', 'Gwen Stefani', 'ZAYN', 'Alessia Cara', 'Fetty Wap', 'Kendrick Lamar', 'Ed Sheeran', 'One Direction', 'Justin Timberlake', 'Halsey', 'R. City', 'Drake', 'Ariana Grande', 'Wes Walker', 'A Great Big World', 'The Chainsmokers', 'Nicki Minaj', 'Selena Gomez', 'Bryson Tiller', 'Logic', 'DNCE', 'Hozier', 'Macklemore & Ryan Lewis', 'Justin Bieber', 'J. Cole', 'Ellie Goulding', 'Ginuwine', 'JAY Z', 'G-Eazy', 'Nick Jonas', 'Flume', 'Big Sean', 'The Weeknd', 'Ruth B.', 'T.I.']"
738039,"['DJ Khaled', 'Cash Cash', 'Donnie Trumpet & The Social Experiment', 'Bruno Mars', 'Mura Masa', 'Glass Animals', 'Kesha', 'Khalid', 'Willow', 'Kanye West', 'Calvin Harris', 'Amy Winehouse', 'Marc E. Bassy', 'FRENSHIP', 'The National', 'Saint Motel', '6LACK', 'Vulfpeck', 'Noname', 'STRFKR', 'Chance The Rapper', 'Tame Impala', 'The 1975', 'NEIKED', 'Drake', 'KYLE', 'Aminé', 'Frank Ocean', 'Generationals', 'Grizzly Bear', 'LANY', 'Niall Horan', 'Hozier', 'The Royal Concept', 'Bad Suns', 'J. Cole', 'HONNE', 'DRAM', 'Harry Styles', 'Vice', 'Childish Gambino', 'Arctic Monkeys', 'OneRepublic', 'Blackstreet', 'Kehlani']"
738040,"['Tim McGraw', 'Jason Aldean', 'Zara Larsson', 'Carnage', 'Lemaitre', 'Yelawolf', 'Frankie Ballard', 'Flight Facilities', '3LAU', 'Sam Hunt', 'Chris Lane', 'Chris Brown', 'Mario', 'Eminem', 'Dierks Bentley', 'Dan + Shay', 'Chris Young', 'Fetty Wap', 'Halsey', 'Zac Brown Band', 'Alina Baraz', 'Drake', 'Josh Groban', 'Bryson Tiller', 'Dustin Lynch', 'Illenium', 'Post Malone', 'Rich Homie Quan', 'Blake Shelton', 'Luke Bryan', 'Boyce Avenue', 'Kenny Chesney', 'Evanescence', 'Justin Bieber', 'J. Cole', 'Kygo', 'The Weeknd', 'gnash', 'Big & Rich', 'Conor Maynard']"
738041,"['Maxwell', 'Ginuwine', 'Usher', '112', 'Beyoncé', 'Justin Timberlake']"
738042,"['Will Reagan', 'Hillsong Worship', 'for KING & COUNTRY', 'Penny and Sparrow', 'Kesha', 'Imagine Dragons', 'Ben Rector', 'Quinn XCII', 'Shane & Shane', 'Jesus Culture', 'Kari Jobe', 'Kodaline', 'Macklemore', 'Troye Sivan', 'Taylor Swift', 'Alex & Sierra', 'Judah & the Lion', 'Lord Huron', 'George Ezra', 'Niall Horan', 'United Pursuit', 'Harry Styles', 'Novo Amor', 'Steffany Gretzinger', 'Elevation Worship', 'Canyon City', 'Lauv', 'Radical Face', 'Hillsong Chapel']"
738043,"['Muse', 'Neil Young', 'U2', 'Bon Jovi', 'P.O.D.', 'System Of A Down', 'Black Sabbath', 'Creed', 'Deep Purple', 'Ozzy Osbourne', 'Oasis', 'Rush', 'Audioslave', 'Blur', 'blink-182', 'Pearl Jam', 'KISS', 'Alice In Chains', 'Pantera', 'Lamb of God', 'A Perfect Circle', 'Modest Mouse', 'Rage Against The Machine', 'Foo Fighters', 'Metallica', 'Iron Maiden', 'Megadeth', ""Guns N' Roses""]"
738044,"['Adele', 'Aloe Blacc', 'Pharrell Williams', 'Ellie Goulding', 'Muse', 'Linkin Park', 'The White Stripes', 'Phoenix', 'Coldplay', 'OneRepublic', 'Calvin Harris', 'The Black Keys', 'Two Door Cinema Club', 'Alex Clare', 'The Neighbourhood']"
738045,"['Bush', 'Linkin Park', 'Attack Attack!', 'Fitz and The Tantrums', 'Train']"
738046,"['Cyndi Lauper', 'New Order', 'Howard Jones', 'Rick Astley', 'Blondie', 'Tears For Fears', 'The Clash', 'Gunship', 'Bill Medley', 'Foreigner', 'Journey', 'Michael Jackson', 'Franz Ferdinand', 'a-ha', 'REO Speedwagon', 'Soft Cell']"
738047,"['EDEN', 'Cheat Codes', 'Rita Ora', 'Khalid', 'Petit Biscuit', 'Calvin Harris', 'Kungs', 'FRENSHIP', 'MØ', 'Tove Lo', 'Steve Aoki', 'Starley', 'Martin Garrix', 'Sage The Gemini', 'Zedd', 'VÉRITÉ', 'French Montana', 'Clean Bandit', 'Halsey', 'blackbear', 'Big Gigantic', 'Julia Michaels', 'The Chainsmokers', 'DJ Snake', 'Tim Legend', 'Coldplay', 'Sia', 'Kiiara', 'ROZES', 'David Guetta', 'Jonas Blue', 'Charlie Puth', 'Daya', 'Flume', 'James Hersey', 'Kygo', 'Major Lazer', 'JP Cooper', 'Deorro', 'Cashmere Cat', 'Michl']"
738048,"['Amos Lee', 'Ray Charles', 'Maroon 5', 'Vanilla Ice', 'Jason Mraz', 'The Romantics', 'Bruno Mars', 'Rick James', 'New Radicals', 'Marvin Gaye', 'Ingrid Michaelson', 'Al Green', 'Robin Thicke', 'Whitney Houston', 'Death Cab for Cutie', 'Lou Bega', 'Alabama Shakes', 'Van Morrison', 'Cyndi Lauper', 'Norah Jones', 'The Jackson 5', 'Wild Cherry', 'The Paper Kites', 'Bon Iver', 'Noah And The Whale', 'OutKast', 'Jack Johnson', 'Four Tops', 'Yeah Yeah Yeahs', 'Edward Sharpe & The Magnetic Zeros', 'The Lumineers', 'Billy Currington', 'Will Smith', 'James Brown & The Famous Flames', 'Bob Dylan', ""The B-52's"", 'ABBA', 'Ed Sheeran', 'Norman Greenbaum', 'Andy Grammer', 'Sara Bareilles', 'Sam & Dave', 'James Brown', 'Ace of Base', 'K-Ci & JoJo', 'KC & The Sunshine Band', 'Sleeping At Last', 'Louis Armstrong', 'Blake Shelton', 'Shania Twain', 'Michael Jackson', 'The Beach Boys', 'Kool & The Gang', 'Nat King Cole', 'Cali Swag District', 'Commodores', 'Bill Withers', 'Parachute', 'Run–D.M.C.', 'Little Richard', 'John Butler Trio', 'Regina Spektor', ""Israel Kamakawiwo'ole"", 'Fatboy Slim', 'The Temptations', 'Frankie Valli', 'Aretha Franklin', 'Earth, Wind & Fire', 'The Black Eyed Peas', '2Pac', 'Ray LaMontagne', 'Stevie Wonder', 'John Lennon', 'Bright Eyes', 'Beyoncé']"
738049,"['Jonas Blue', 'Vance Joy', 'Matt and Kim', 'G-Eazy', 'Marshmello', 'BØRNS', 'Kygo', 'Coldplay', 'Calvin Harris', 'Robin Schulz', 'Justin Bieber']"
